GOE777_cam2.0_th19_max36
 0.9999279    -0.0058777
 0.9957317    -0.0049567
 0.9891084    -0.0034734
 0.9820700    -0.0018640
 0.9746014    -0.0001252
 0.9666931     0.0017437
 0.9583425     0.0035033
 0.9495540     0.0061004
 0.9403417     0.0080685
 0.9307260     0.0103525
 0.9207353     0.0126862
 0.9104043     0.0150373
 0.8997726     0.0174166
 0.8888810     0.0199385
 0.8777689     0.0225971
 0.8664728     0.0253575
 0.8550255     0.0281795
 0.8434556     0.0310196
 0.8317874     0.0338305
 0.8200413     0.0365604
 0.8082342     0.0391698
 0.7963796     0.0418399
 0.7844889     0.0446258
 0.7725745     0.0474983
 0.7606517     0.0504070
 0.7487351     0.0533016
 0.7368347     0.0561489
 0.7249564     0.0589199
 0.7131018     0.0616504
 0.7012709     0.0644476
 0.6894661     0.0673160
 0.6776898     0.0702045
 0.6659508     0.0730559
 0.6542663     0.0758298
 0.6426501     0.0785338
 0.6311081     0.0811968
 0.6196403     0.0838209
 0.6082409     0.0863893
 0.5969024     0.0888859
 0.5856200     0.0912901
 0.5743896     0.0936004
 0.5632108     0.0957552
 0.5520897     0.0979075
 0.5410380     0.0998754
 0.5300745     0.1019230
 0.5192263     0.1039358
 0.5085304     0.1057988
 0.4980231     0.1075597
 0.4877327     0.1090575
 0.4776736     0.1105418
 0.4678516     0.1120254
 0.4582616     0.1132988
 0.4488891     0.1143601
 0.4397149     0.1153760
 0.4307162     0.1162555
 0.4218689     0.1169691
 0.4131478     0.1176231
 0.4045273     0.1182145
 0.3959803     0.1186889
 0.3874794     0.1190419
 0.3790025     0.1193646
 0.3705358     0.1196262
 0.3620706     0.1197919
 0.3536031     0.1198963
 0.3451324     0.1199746
 0.3366618     0.1199793
 0.3281989     0.1198811
 0.3197564     0.1197510
 0.3113518     0.1196055
 0.3030050     0.1193317
 0.2947370     0.1189433
 0.2865704     0.1185869
 0.2785248     0.1181992
 0.2706116     0.1175828
 0.2628370     0.1169289
 0.2552029     0.1163751
 0.2477086     0.1156497
 0.2403515     0.1147144
 0.2331278     0.1138913
 0.2260325     0.1129669
 0.2190599     0.1118713
 0.2122034     0.1108761
 0.2054563     0.1097962
 0.1988103     0.1084528
 0.1922571     0.1072444
 0.1857905     0.1061485
 0.1794074     0.1048788
 0.1731077     0.1034456
 0.1668931     0.1019819
 0.1607672     0.1004456
 0.1547359     0.0988973
 0.1488068     0.0975195
 0.1429886     0.0960945
 0.1372903     0.0945113
 0.1317191     0.0928082
 0.1262805     0.0911062
 0.1209787     0.0895400
 0.1158180     0.0879823
 0.1108011     0.0863666
 0.1059295     0.0846966
 0.1012041     0.0829804
 0.0966247     0.0812267
 0.0921894     0.0794788
 0.0878966     0.0777370
 0.0837451     0.0760195
 0.0797342     0.0743268
 0.0758630     0.0726614
 0.0721309     0.0710149
 0.0685389     0.0693786
 0.0650868     0.0677562
 0.0617729     0.0661436
 0.0585949     0.0645411
 0.0555496     0.0629484
 0.0526326     0.0613663
 0.0498381     0.0597970
 0.0471606     0.0582440
 0.0445938     0.0567132
 0.0421313     0.0552111
 0.0397670     0.0537404
 0.0374959     0.0523000
 0.0353134     0.0508859
 0.0332152     0.0494929
 0.0311969     0.0481146
 0.0292537     0.0467445
 0.0273818     0.0453865
 0.0255809     0.0440478
 0.0238531     0.0427271
 0.0221993     0.0414214
 0.0206204     0.0400825
 0.0191164     0.0386846
 0.0176871     0.0373114
 0.0163302     0.0359571
 0.0150421     0.0349392
 0.0138246     0.0339304
 0.0126699     0.0328371
 0.0115767     0.0315541
 0.0105423     0.0300835
 0.0095641     0.0288266
 0.0086394     0.0277109
 0.0077648     0.0267343
 0.0069402     0.0256586
 0.0061655     0.0244788
 0.0054396     0.0231027
 0.0047604     0.0217029
 0.0041251     0.0208915
 0.0035350     0.0200505
 0.0029908     0.0187628
 0.0024919     0.0172071
 0.0020365     0.0160649
 0.0016231     0.0152682
 0.0012536     0.0143985
 0.0009286     0.0132911
 0.0006483     0.0121053
 0.0004125     0.0108594
 0.0002206     0.0096613
 0.0000727     0.0084525
-0.0000352     0.0069315
-0.0000852     0.0061700
-0.0000962     0.0047307
-0.0000644     0.0046734
 0.0000245     0.0035728
 0.0001663     0.0021512
 0.0003663     0.0011071
 0.0006276     0.0000258
 0.0009550    -0.0010392
 0.0013526    -0.0022060
 0.0018235    -0.0034773
 0.0023683    -0.0045488
 0.0029889    -0.0057325
 0.0036877    -0.0070575
 0.0044622    -0.0083292
 0.0053064    -0.0092285
 0.0062192    -0.0102803
 0.0071994    -0.0115124
 0.0082441    -0.0126515
 0.0093504    -0.0134868
 0.0105189    -0.0143674
 0.0117495    -0.0155366
 0.0130422    -0.0167392
 0.0143950    -0.0178150
 0.0158130    -0.0189202
 0.0172923    -0.0199167
 0.0188346    -0.0207456
 0.0204401    -0.0216562
 0.0221088    -0.0225590
 0.0238400    -0.0234219
 0.0256331    -0.0242820
 0.0274878    -0.0251383
 0.0294055    -0.0259952
 0.0313875    -0.0268527
 0.0334360    -0.0277075
 0.0355545    -0.0285604
 0.0377470    -0.0294131
 0.0400174    -0.0302690
 0.0423702    -0.0311334
 0.0448102    -0.0320116
 0.0473426    -0.0329066
 0.0499738    -0.0338168
 0.0527111    -0.0347331
 0.0555620    -0.0356458
 0.0585344    -0.0365477
 0.0616372    -0.0374353
 0.0648801    -0.0383077
 0.0682736    -0.0391666
 0.0718284    -0.0400115
 0.0755561    -0.0408541
 0.0794686    -0.0416886
 0.0835769    -0.0425181
 0.0878917    -0.0433571
 0.0924250    -0.0442008
